Name,RUID,Gender,GPA,Permit,Car Manufacturer,License Plate,Credits
Gordon Howard,157002763,Male,2.8,Cook,Hyundai,LGW2R0,10
Gordon Lee,157002767,Male,2.89,Busch,Mazda,WKILFS,10
Gordon Manning,157002772,Male,2.59,Busch,Chevrolet,ZARQU8,10
Gordon McGrath,157002774,Male,2.89,Livingston,Audi,SSCTEV,10
Gordon Ogden,157002793,Male,2.53,Busch,Ford,26BD0M,10
Gordon Paterson,157002799,Male,2.62,Douglass,Hyundai,5114EZ,10
Gordon Piper,157002803,Male,2.94,Busch,Jeep,JDALB7,10
Gordon Pullman,157002809,Male,2.74,Busch,Toyota,6Z6PIM,10
Gordon Roberts,157002821,Male,2.99,Douglass,Chevrolet,VHYD82,10
Gordon Robertson,157002833,Male,2.71,Livingston,Mercedes,UK58NV,10
Gordon Rutherford,157002835,Male,2.65,Busch,Mazda,03UGFF,10
Gordon Terry,157002850,Male,2.53,Busch,Lamborghini,GTTO25,10
Grace Burgess,157002885,Female,2.93,Livingston,BMW,BCSD8I,10
Grace Carr,157002887,Female,2.81,Douglass,Ford,76F3MY,10
Grace MacDonald,157002899,Female,2.76,Livingston,Honda,L32KO3,10
Grace McGrath,157002903,Female,2.93,Busch,Mazda,FQLP9U,10
Grace Mitchell,157002912,Female,2.87,Busch,Ford,VTO99G,10
Grace Ogden,157002920,Female,2.6,Livingston,Chevrolet,IWAURK,10
Grace Parsons,157002922,Female,2.87,Busch,Toyota,DIF6ZH,10
Grace Quinn,157002937,Female,2.94,Busch,Chevrolet,6DL00X,10
Grace Russell,157002942,Female,2.68,Cook,Honda,FKFCF7,10
Grace Short,157002949,Female,2.56,Cook,Mazda,ZUGEKT,10
Grace Skinner,157002967,Female,2.91,Douglass,Hyundai,VDSBV0,10
Grace Vance,157002972,Female,2.73,Livingston,Ford,CM9GLF,10
Grace Wilkins,157002980,Female,2.81,Busch,Honda,FPKJM7,10
Hannah Bond,157002996,Female,2.64,College Avenue,Honda,J7FBAQ,10
Hannah Butler,157002999,Female,2.61,Douglass,Mercedes,UEE5ZQ,10
Hannah Carr,157003016,Female,2.71,Busch,Toyota,X3VK8E,10
Hannah Gill,157003026,Female,2.98,Busch,Chevrolet,FXFMOO,10
Hannah Hamilton,157003057,Female,2.62,Douglass,Jeep,T1EA49,10
Hannah Harris,157003071,Female,2.88,Douglass,Ford,U6OZ44,10
Hannah MacDonald,157003092,Female,2.59,College Avenue,Volvo,5HRT9Z,10
Hannah Mills,157003120,Female,2.78,College Avenue,Chevrolet,ZSZLLO,10
Hannah Piper,157003126,Female,2.96,Douglass,Chevrolet,KPXJ3W,10
Hannah Randall,157003136,Female,2.78,Busch,Ford,IFWWGB,10
Hannah Walsh,157003137,Female,2.79,Busch,Hyundai,OEB5LX,10
Harry Abraham,157003140,Male,2.79,Busch,Jeep,P3OF8T,10
Harry Burgess,157003143,Male,2.59,Busch,BMW,WZ52L1,10
Harry Dickens,157003148,Male,2.58,Busch,Mazda,9MA3U0,10
Harry Graham,157003161,Male,2.96,Livingston,Honda,6138DF,10
Harry Gray,157003167,Male,2.87,College Avenue,Subaru,QEJYB7,10
Harry Hemmings,157003169,Male,2.7,Busch,Honda,15YWVY,10
Harry Henderson,157003171,Male,2.74,Busch,Chevrolet,AWBA8A,10
Harry Parr,157003172,Male,2.66,Busch,Mazda,HQNDHX,10
Harry Quinn,157003185,Male,2.51,Busch,Honda,DLUJGS,10
Harry Sharp,157003187,Male,2.67,Busch,Honda,WB4XCD,10
Harry Simpson,157003199,Male,2.96,Livingston,Jeep,W8G6O3,10
Harry Watson,157003200,Male,2.68,Douglass,Chevrolet,QH9X7O,10
Heather Bailey,157003201,Female,2.72,College Avenue,Ford,PL5CJE,10
Heather Campbell,157003205,Female,2.72,Busch,Honda,EQB2W8,10
Heather Gibson,157003208,Female,2.62,Busch,Toyota,7UTSX5,10
Heather Jackson,157003239,Female,2.86,Douglass,Ford,KRSLZ5,10
Heather Johnston,158001258,Female,2.72,Busch,Mazda,V7WH9M,10
Heather May,158001262,Female,2.98,Douglass,Toyota,Z0GB5G,10
Heather Mills,158001274,Female,2.92,Busch,Volvo,LSORKB,10
Heather Mitchell,158001301,Female,2.51,Douglass,Ford,BEL61H,10
Heather Paige,158001302,Female,2.6,Livingston,Honda,AQEL1P,10
Heather Parr,158001303,Female,2.55,Livingston,Toyota,D1AEI8,10
Heather Pullman,158001307,Female,2.78,Busch,Toyota,F7JJ8T,10
Heather Quinn,158001323,Female,2.69,Busch,Honda,VWDVJ0,10
Heather Underwood,158001328,Female,2.87,Livingston,Hyundai,3S9RUP,10
Heather Vance,158001332,Female,2.77,Livingston,Toyota,3FA00X,10
Ian Bailey,158001334,Male,2.56,Busch,Honda,MPMV2Y,10
Ian Buckland,158001340,Male,2.71,Busch,Subaru,CF10W1,10
Ian Campbell,158001346,Male,2.81,Busch,Toyota,XLMURW,10
Ian Churchill,158001363,Male,2.52,Livingston,Honda,B1CP06,10
Ian Clarkson,158001370,Male,2.65,Livingston,Mazda,7IZXYJ,10
Ian Davidson,158001374,Male,2.63,Busch,Ford,85ECUJ,10
Ian Dyer,158001393,Male,2.55,Busch,Hyundai,2CM78A,10
Ian Fisher,158001404,Male,2.62,College Avenue,Ford,1HCZPX,10
Ian Howard,158001421,Male,2.61,Cook,Volvo,VMDP4E,10
Ian James,158001422,Male,2.74,Douglass,Ford,XCMAEK,10
Ian May,158001426,Male,2.86,Busch,Hyundai,5JR0JU,10
Ian Mills,158001439,Male,2.65,Busch,Hyundai,UOJXFV,10
Ian Ogden,158001442,Male,2.96,College Avenue,Toyota,PXMOPH,10
Ian Walker,158001445,Male,2.98,Busch,Mazda,P92US9,10
Ian Welch,158001448,Male,2.92,Livingston,Chevrolet,VV4BC4,10
Irene Bond,158001452,Female,2.65,Busch,Ford,70OCLI,10
Irene Cameron,158001461,Female,2.63,College Avenue,Honda,CGTWOZ,10
Irene Langdon,158001466,Female,2.6,Busch,Honda,43U706,10
Irene Mills,158001468,Female,2.86,Busch,Hyundai,7MUMQF,10
Irene Nash,158001485,Female,2.94,Douglass,Toyota,S0WN85,10
Irene Poole,158001487,Female,2.74,Busch,Subaru,YLED6U,10
Irene Powell,158001491,Female,2.58,Busch,Ford,U7T1R0,10
Irene Rutherford,158001495,Female,2.72,Busch,Ford,E3D7OI,10
Irene Vaughan,158001504,Female,2.64,Douglass,Honda,9QUAF4,10
Irene Walsh,158001519,Female,2.95,Livingston,Mazda,85PB7G,10
Irene Watson,158001522,Female,2.94,Douglass,Audi,RCQFFI,10
Isaac Abraham,158001524,Male,2.79,Livingston,Toyota,4KDR5Y,10
Isaac Black,158001525,Male,2.99,Livingston,Ford,T3O5AV,10
Isaac Carr,158001529,Male,2.9,College Avenue,Toyota,4AZ5RW,10
Isaac Ellison,158001533,Male,2.85,College Avenue,Mazda,9SLLWI,10
Isaac Gill,158001534,Male,2.71,Livingston,BMW,P8JIY5,10
Isaac King,158001540,Male,2.86,College Avenue,Jeep,ZFTS4N,10
Isaac Marshall,158001550,Male,2.64,Livingston,Hyundai,UAEVV1,10
Isaac McDonald,158001573,Male,2.92,Busch,Ford,BWWQM7,10
Isaac Ogden,158001594,Male,2.86,Busch,BMW,IA58F6,10
Isaac Powell,158001632,Male,2.84,Busch,Mazda,OGYW96,10
Isaac Simpson,158001633,Male,2.54,Busch,Toyota,COHYAG,10
Isaac Springer,158001645,Male,2.81,Busch,Mazda,L23HIP,10
Isaac Terry,158001658,Male,2.72,Busch,Ford,BYNSM6,10
Isaac Turner,158001679,Male,2.7,Busch,Volvo,83YAGM,10
Isaac Vaughan,158001680,Male,2.8,Livingston,Chevrolet,71TIX5,10
Jack Bailey,158001683,Male,2.78,Busch,Mazda,9OMF95,10
Jack Ball,158001693,Male,2.9,Busch,Hyundai,Z9KVG0,10
Jack Black,158001698,Male,2.6,Busch,Honda,TGBQBD,10
Jack Dickens,158001701,Male,2.51,Busch,Mazda,OJVMGP,10
Jack Lawrence,158001716,Male,2.89,Livingston,Ford,1PYDS8,10
Jack Lyman,158001737,Male,2.85,Busch,Honda,N16TAV,10
Jack Miller,158001747,Male,2.62,Livingston,Honda,R9VCR4,10
Jack Mitchell,158001753,Male,2.76,Busch,Mercedes,PIC5FV,10
Jack Nolan,158001759,Male,2.54,Busch,Ford,ZM00Y8,10
Jack Powell,158001762,Male,2.73,Busch,Ford,F7VHQ6,10
Jack Sanderson,158001766,Male,2.63,Douglass,Chevrolet,09R9TN,10
Jack Vaughan,158001784,Male,2.71,Busch,Ford,MM896Z,10
Jack Welch,158001793,Male,2.68,Busch,Chevrolet,KPM8U0,10
Jack Wilson,158001794,Male,2.8,Busch,Toyota,K7Z7WE,10
Jacob Black,158001796,Male,2.87,College Avenue,Jeep,YCSS5Y,10
Jacob Bond,158001801,Male,2.61,College Avenue,Lamborghini,D11QEP,10
Jacob Cornish,158001810,Male,2.74,Cook,Ford,ROORR6,10
Jacob Forsyth,158001829,Male,2.64,Douglass,Subaru,5Z1G3D,10
Jacob Hamilton,158001830,Male,2.56,Busch,Ford,R8Y4EO,10
Jacob Henderson,158001835,Male,2.7,Busch,Jeep,6S1REW,10
Jacob MacDonald,158001849,Male,2.59,College Avenue,Toyota,W41PNN,10
Jacob May,158001856,Male,2.55,Busch,Honda,FK17UJ,10
Jacob Mitchell,158001873,Male,2.7,Busch,Ford,94OORU,10
Jacob Robertson,158001876,Male,2.93,Busch,Subaru,OT4Q08,10
Jacob Scott,158001889,Male,2.52,Busch,Ford,XQD6P4,10
Jake Henderson,158001902,Male,2.76,Busch,Mazda,274SGB,10
Jake Ince,158001911,Male,2.65,Busch,Toyota,3ZJKE8,10
Jake Jackson,158001913,Male,2.6,Busch,Chevrolet,ZLWYM2,10
Jake Paterson,158001923,Male,2.66,Busch,Chevrolet,PKTX06,10
Jake Peters,158001930,Male,2.79,Livingston,Jeep,UDWVX5,10
Jake Slater,158001941,Male,2.69,Livingston,Mercedes,M4VPW5,10
James Arnold,158001947,Male,2.98,College Avenue,Honda,82CZI0,10
James Blake,158001952,Male,2.86,Douglass,Subaru,4BY2MH,10
James Campbell,158001966,Male,2.68,Busch,BMW,V0YXQK,10
James Gill,158001983,Male,2.94,Busch,Hyundai,7NXKZ1,10
James Gray,158001985,Male,3,Livingston,Mazda,11QFA2,10
James Hemmings,158002008,Male,2.97,Busch,Toyota,U7RBIF,10
James Howard,158002019,Male,2.84,Busch,Honda,M7X0TL,10
James MacDonald,158002043,Male,2.77,Busch,Honda,QHPS9L,10
James Rees,158002056,Male,2.9,Busch,Toyota,VBDYL9,10
James Roberts,158002068,Male,2.76,Busch,Mazda,AJFGJ9,10
James Robertson,158002073,Male,2.83,Livingston,Mercedes,7D4E4K,10
James Simpson,158002080,Male,2.6,Busch,Hyundai,T2IRNN,10
James Skinner,158002100,Male,2.52,Livingston,Mazda,BQXHT9,10
James Taylor,158002106,Male,2.59,Busch,Honda,V8P5V3,10
James Terry,158002113,Male,2.88,Livingston,Toyota,POOHA0,10
James Watson,158002123,Male,2.76,Busch,Jeep,0H5K76,10
James Wilkins,158002129,Male,2.9,Livingston,Hyundai,A8QTKU,10
James Young,158002130,Male,2.54,Busch,Honda,IDOQMQ,10
Jan Burgess,158002144,Female,2.71,Livingston,Jeep,XEG6ER,10
Jan Churchill,158002156,Female,2.66,Busch,Subaru,KHE92J,10
Jan Harris,158002163,Female,2.6,Busch,Hyundai,Y1MCC9,10
Jan Nash,158002166,Female,2.64,Busch,Toyota,URFCCS,10
Jan Ogden,158002167,Female,2.92,Livingston,Ford,CX4DWS,10
Jan Powell,158002171,Female,2.79,Livingston,Toyota,HK5OZV,10
Jan Reid,158002172,Female,2.75,Cook,Honda,B345NR,10
Jan Underwood,158002180,Female,2.93,Busch,Ford,SHUMVT,10
Jan Vaughan,158002215,Female,2.81,Busch,Honda,HMBAIU,10
Jan Walker,158002228,Female,2.58,Busch,Mazda,C6353Z,10
Jan Watson,158002229,Female,2.94,Livingston,Honda,3422OW,10
Jane Bond,158002248,Female,2.76,Busch,Audi,244W0Q,10
Jane Davidson,158002260,Female,2.56,Cook,Honda,H46O8N,10
Jane Duncan,158002284,Female,2.58,Cook,Toyota,XLWHOD,10
Jane Edmunds,158002286,Female,2.95,Livingston,Toyota,NU8WT8,10
Jane Hardacre,158002288,Female,2.59,Busch,Toyota,OVSJQX,10
Jane Hunter,158002292,Female,2.97,College Avenue,Audi,VG3K5J,10
Jane King,158002293,Female,2.84,Livingston,Hyundai,2A3MJY,10
Jane Mackay,158002294,Female,2.8,Busch,Hyundai,VWBG0B,10
Jane McDonald,158002299,Female,2.83,Livingston,Mazda,A65J26,10
Jane Ogden,158002304,Female,2.79,Busch,Honda,DN75XH,10
Jane Peters,158002316,Female,2.85,Busch,Honda,75Y1FV,10
Jane Quinn,158002321,Female,2.88,Livingston,Ford,3JPRM3,10
Jane Russell,158002324,Female,2.75,Busch,Ford,1PNZ62,10
Jane Vance,158002342,Female,2.8,Douglass,Ford,149G29,10
Jasmine Carr,158002350,Female,2.61,Cook,Toyota,QN0AO5,10
Jasmine Edmunds,158002355,Female,2.84,Busch,Honda,H1OH37,10
Jasmine Greene,158002357,Female,2.88,Cook,Chevrolet,2DS9I5,10
Jasmine Howard,158002358,Female,2.5,Busch,Honda,IDEWGX,10
Jasmine Metcalfe,158002370,Female,2.91,Douglass,Honda,HMHW97,10
Jasmine Morrison,158002374,Female,2.74,Livingston,Ford,XPY05W,10
Jasmine Poole,158002386,Female,2.79,Douglass,Toyota,6O0NEY,10
Jasmine Powell,158002395,Female,2.75,Livingston,Jeep,9E7AY7,10
Jasmine Thomson,158002403,Female,2.53,Busch,Chevrolet,ZTMLMN,10
Jasmine Tucker,158002413,Female,2.71,College Avenue,Chevrolet,Q0GPTV,10
Jasmine Underwood,158002415,Female,2.94,College Avenue,Hyundai,HFEQ0K,10
Jasmine Walker,158002420,Female,2.9,Busch,Ford,4BAOMB,10
Jasmine Walsh,158002422,Female,2.59,Busch,BMW,RCUQ32,10
Jason Buckland,158002424,Male,2.84,Busch,Mazda,N8URIG,10
Jason Gill,158002429,Male,2.99,Livingston,Jeep,RUH7JM,10
Jason Grant,158002439,Male,2.99,College Avenue,Hyundai,ZDEH5C,10
Jason Gray,158002459,Male,2.8,College Avenue,BMW,JDFEKB,10
Jason Hunter,158002476,Male,2.89,Busch,Chevrolet,JAYUUM,10
Jason King,158002482,Male,2.82,Douglass,BMW,26G1QF,10
Jason Lambert,158002483,Male,2.55,Douglass,Mercedes,V4RQLN,10
Jason Marshall,158002497,Male,2.82,Busch,Ford,72B90V,10
Jason May,158002502,Male,2.7,Livingston,Ford,MWFXRW,10
Jason Nash,158002519,Male,2.84,Busch,Toyota,W80ON9,10
Jason Piper,158002522,Male,2.65,College Avenue,Toyota,YC0OM5,10
Jennifer Allan,158002537,Female,2.91,College Avenue,Ford,0G4M4H,10
Jennifer Arnold,158002543,Female,2.59,Busch,Honda,AVRT49,10
Jennifer Bower,158002546,Female,2.99,College Avenue,Toyota,ZFPMPK,10
Jennifer Davidson,158002557,Female,2.63,Busch,Honda,J76JRK,10
Jennifer Ferguson,158002571,Female,2.54,Busch,BMW,3CAMP6,10
Jennifer Jackson,158002593,Female,2.79,Busch,Chevrolet,JLUV3A,10
Jennifer Lambert,158002598,Female,2.75,Busch,Mazda,OHHS72,10
Jennifer Lewis,158002602,Female,2.81,Busch,Mazda,N7V82K,10
Jennifer Robertson,158002606,Female,2.52,Busch,Subaru,CF099T,10
Jennifer Springer,158002611,Female,2.85,College Avenue,Toyota,X249L2,10
Jennifer Walker,158002619,Female,2.77,Busch,Ford,O7DWB3,10
Jessica Henderson,158002631,Female,2.76,Busch,Volvo,HNJP4P,10
Jessica Manning,158002642,Female,2.85,Busch,Toyota,JQC13M,10
Jessica Metcalfe,158002646,Female,2.7,College Avenue,Hyundai,HXOA9B,10
Jessica Miller,158002647,Female,2.7,Busch,Honda,UOYA1Q,10
Jessica Morgan,158002667,Female,2.82,Busch,Toyota,WEFREQ,10
Jessica Nash,158002684,Female,2.95,Busch,Hyundai,7UOVVX,10
Jessica Sharp,158002688,Female,2.82,Busch,Toyota,WAW5L1,10
Jessica Short,158002693,Female,2.62,Busch,Ford,4PUMTP,10
Jessica Terry,158002701,Female,2.83,Livingston,Mazda,KLXUQD,10
Jessica Wright,158002703,Female,2.53,Busch,Ford,RV6R86,10
Joan Alsop,158002709,Female,2.75,Busch,Audi,007LOT,10
Joan Campbell,158002725,Female,2.56,Livingston,Audi,Y1D4XY,10
Joan Duncan,158002731,Female,2.84,Busch,Toyota,XWQ9XH,10
Joan Edmunds,158002732,Female,2.68,Cook,Subaru,OJ9N29,10
Joan Ellison,158002733,Female,2.8,Busch,Mazda,XNO1JM,10
Joan Forsyth,158002735,Female,2.69,Cook,Ford,3HIHY3,10
Joan Hemmings,158002740,Female,2.95,College Avenue,BMW,SCDPRI,10
Joan James,158002751,Female,2.8,Busch,Hyundai,JMIM5Z,10
Joan Oliver,158002759,Female,2.57,Cook,Jeep,YQ0L15,10
Joan Pullman,158002771,Female,2.83,College Avenue,Hyundai,8B0JJ0,10
Joan Rees,158002790,Female,2.88,Busch,Jeep,C9YYVD,10
Joan Simpson,158002800,Female,2.94,Livingston,Honda,GIPLKQ,10
Joan Welch,158002801,Female,2.99,Busch,Mazda,3OWT8N,10
Joan Wilkins,158002807,Female,2.99,Livingston,Ford,8QTN6Y,10
Joanne Abraham,158002815,Female,2.59,Cook,Mercedes,JBH7D9,10
Joanne Anderson,158002824,Female,2.53,Livingston,Mazda,8WDP3R,10
Joanne Chapman,158002834,Female,2.96,Busch,Chevrolet,PDPF6T,10
Joanne Churchill,158002853,Female,2.77,Livingston,Hyundai,RFJJAA,10
Joanne Duncan,158002862,Female,2.9,Busch,Mazda,C7CXJQ,10
Joanne Glover,158002863,Female,2.56,Cook,Toyota,GVCDZE,10
Joanne Henderson,158002866,Female,2.58,Douglass,Ford,P6ZG5T,10
Joanne Johnston,158002867,Female,2.69,College Avenue,Honda,33B9QL,10
Joanne Mackenzie,158002871,Female,2.84,Busch,Ford,OYTVC3,10
Joanne Morgan,158002877,Female,2.61,Douglass,Ford,SYMALY,10
Joanne Randall,158002880,Female,2.78,Busch,Toyota,234WGN,10
Joanne Turner,158002893,Female,2.9,Busch,Jeep,FAT1LL,10
Joanne Wilson,158002907,Female,2.96,Livingston,Ford,H3Y6DS,10
Joe Alsop,158002915,Male,2.55,Busch,Honda,ILAD7O,10
Joe Burgess,158002929,Male,2.68,Cook,Honda,Z6R91W,10
Joe Cameron,158002954,Male,2.69,College Avenue,Subaru,RXV9D4,10
Joe Churchill,158002959,Male,2.66,Busch,Volvo,E4WDN2,10
Joe Ellison,158002973,Male,2.56,Douglass,Mazda,PAHAKG,10
Joe Gibson,158002987,Male,2.5,Busch,Audi,YMD7LU,10
Joe Gill,158002993,Male,2.63,Livingston,Honda,HXYFUE,10
Joe Hart,158002994,Male,2.91,College Avenue,Ford,PGISAG,10
Joe Langdon,158003000,Male,2.68,Livingston,Honda,8W367D,10
Joe Mathis,158003018,Male,2.55,Livingston,Toyota,PYWSN5,10
Joe Mills,158003020,Male,2.59,Livingston,Ford,GAWZOB,10
Joe North,158003049,Male,2.74,Busch,Chevrolet,CL73FR,10
Joe Rees,158003054,Male,2.97,Busch,Honda,1IZK90,10
Joe Short,158003056,Male,2.69,Douglass,BMW,0DZSE3,10
Joe Vance,158003061,Male,2.77,Busch,Ford,TWL0W3,10
Joe Walsh,158003063,Male,2.8,Cook,Lamborghini,EYGII8,10
Joe Young,158003069,Male,2.75,Busch,Audi,QG4QTG,10
John Alsop,158003099,Male,2.83,Busch,Toyota,K041JA,10
John Gill,158003112,Male,2.58,Douglass,Hyundai,9UVB0C,10
John Glover,158003123,Male,2.58,Busch,Hyundai,BO4XLP,10
John Grant,158003124,Male,2.56,Cook,Toyota,V6W76I,10
John Hughes,158003132,Male,2.62,Busch,Chevrolet,4LFY81,10
John Knox,158003154,Male,2.82,Busch,Honda,E2FDNE,10
John Lyman,158003157,Male,2.53,Livingston,Toyota,SSIL1B,10
John MacLeod,158003158,Male,2.75,Livingston,Honda,7V0EGC,10
John McDonald,158003162,Male,2.55,Busch,Ford,NO5RHQ,10
John Russell,158003213,Male,2.55,Busch,Honda,AL6DBV,10
John Smith,158003217,Male,2.73,Livingston,Subaru,PDR76Z,10
John Vaughan,158003233,Male,2.89,College Avenue,Volvo,F2RC49,10
John Walker,158003242,Male,2.87,Busch,Volvo,00AL6R,10
Jonathan Abraham,158003247,Male,2.61,College Avenue,Chevrolet,7I9UWZ,10
Jonathan Allan,158003248,Male,2.51,Livingston,Mercedes,IXE7WG,10
Jonathan Brown,159001273,Male,2.73,Busch,Toyota,3P3KOP,10
Jonathan Clark,159001276,Male,2.81,Busch,Mercedes,ZP71JB,10
Jonathan Clarkson,159001283,Male,2.71,Busch,Honda,QMHV70,10
Jonathan Lee,159001297,Male,2.92,Busch,Ford,WK35D5,10
Jonathan MacDonald,159001299,Male,2.82,Busch,Mazda,2DZP8W,10
Jonathan Mackay,159001305,Male,2.76,Douglass,Chevrolet,MVALX4,10
Jonathan Mackenzie,159001315,Male,2.57,Livingston,Honda,XJ04CI,10
Jonathan Martin,159001316,Male,2.9,Cook,Ford,LDXKHA,10
Jonathan Quinn,159001333,Male,2.76,College Avenue,Volvo,XMN1HR,10
Jonathan Sharp,159001384,Male,2.69,Busch,Honda,L8IRVY,10
Jonathan Turner,159001390,Male,2.83,Livingston,BMW,9WSX0Q,10
Jonathan Underwood,159001398,Male,2.96,Douglass,Toyota,JJLQ3R,10
Jonathan Vance,159001408,Male,2.59,Cook,Hyundai,XI4AX3,10
Joseph Arnold,159001415,Male,2.97,Douglass,Chevrolet,24P36X,10
Joseph Bailey,159001417,Male,2.66,Livingston,Honda,D3K1GM,10
Joseph Berry,159001473,Male,2.94,Livingston,Honda,ESDSE2,10
Joseph Black,159001476,Male,2.71,Douglass,Subaru,YLQN58,10
Joseph Buckland,159001498,Male,2.55,Douglass,Ford,7FAC9Q,10
Joseph Dyer,159001514,Male,2.54,Livingston,Hyundai,QOM6L9,10
Joseph Fisher,159001530,Male,2.75,Douglass,Toyota,E6BT94,10
Joseph Forsyth,159001539,Male,2.78,Cook,Honda,9PD3OU,10
Joseph Jones,159001552,Male,2.73,Douglass,Toyota,SZB66D,10
Joseph Mills,159001553,Male,2.75,Busch,Subaru,5ZJMBQ,10
Joseph Mitchell,159001555,Male,2.79,Busch,Honda,Z9GX0A,10
Joseph Newman,159001557,Male,2.95,Livingston,Toyota,ZA63UL,10
Joseph Parr,159001579,Male,2.88,Busch,Toyota,I1S54E,10
Joseph Rees,159001588,Male,2.57,College Avenue,Ford,28E37S,10
Joseph Sanderson,159001614,Male,2.98,Cook,Ford,UXLDLZ,10
Joseph Taylor,159001626,Male,2.82,Busch,Ford,KLVUQC,10
Joshua Allan,159001662,Male,2.77,Cook,Honda,B4UQSR,10
Joshua Forsyth,159001670,Male,2.61,Busch,Hyundai,332D9E,10
Joshua Gray,159001697,Male,2.58,Busch,Mazda,MNEX43,10
Joshua Henderson,159001700,Male,2.75,Douglass,Toyota,MWNRT8,10
Joshua Langdon,159001718,Male,2.93,Busch,Toyota,GBQCL3,10
Joshua Marshall,159001722,Male,2.76,Busch,Chevrolet,10HRFZ,10
Joshua Ogden,159001765,Male,2.77,Livingston,Chevrolet,G8EZ0N,10
Joshua Rutherford,159001777,Male,2.51,Busch,Toyota,T7KT91,10
Joshua Watson,159001841,Male,2.71,Busch,Mazda,YI5LGJ,10
Joshua Welch,159001855,Male,2.56,Busch,Honda,WBW0WL,10
Julia Chapman,159001863,Female,2.83,Busch,Hyundai,WRDXH3,10
Julia Clarkson,159001868,Female,2.54,Livingston,BMW,XJ78BU,10
Julia Gray,159001877,Female,2.64,Douglass,Honda,Y8M5LZ,10
Julia Slater,159001884,Female,2.77,College Avenue,Chevrolet,N4KSB9,10
Julia Young,159001890,Female,2.56,College Avenue,Toyota,UPJ6TM,10
Julian Alsop,159001897,Male,2.53,College Avenue,Hyundai,JXS9EK,10
Julian Brown,159001910,Male,2.68,Livingston,Toyota,614MLC,10
Julian Burgess,159001917,Male,2.75,Livingston,Jeep,273Z2K,10
Julian Coleman,159001931,Male,2.72,Livingston,Audi,ANFV3E,10
Julian Ferguson,159001942,Male,2.88,Livingston,Ford,SYW9IU,10
Julian Morgan,159001945,Male,2.67,Livingston,Hyundai,IKXV6M,10
Julian Morrison,159001946,Male,2.57,Cook,Volvo,FBM4CI,10
Julian Nolan,159001948,Male,2.6,Busch,Volvo,P9EARD,10
Julian Ogden,159001963,Male,2.55,Busch,Chevrolet,5F6BZ4,10
Julian Sharp,159001967,Male,2.81,Cook,Volvo,DOPCNQ,10
Julian Short,159001988,Male,2.7,Busch,Hyundai,D5H2CH,10
Julian Springer,159001989,Male,2.63,Livingston,Ford,U6YW4K,10
Julian Tucker,159001990,Male,2.93,Busch,Hyundai,61R5SB,10
Justin Abraham,159001992,Male,2.63,Busch,Chevrolet,29D36K,10
Justin Bailey,159001998,Male,2.73,Busch,Hyundai,HDRS0H,10
Justin Davidson,159002002,Male,2.67,Douglass,Mercedes,EU3XPT,10
Justin Duncan,159002018,Male,2.9,Busch,Subaru,4G76LU,10
Justin Fisher,159002025,Male,2.94,Busch,Mazda,42TN4T,10
Justin Hardacre,159002034,Male,2.62,Livingston,Jeep,0QOJ84,10
Justin Johnston,159002038,Male,2.58,Busch,Volvo,DQE1Y4,10
Justin Nash,159002057,Male,2.86,Livingston,Hyundai,4RIFYC,10
Justin Oliver,159002058,Male,2.54,Livingston,Volvo,UC37DC,10
Justin Simpson,159002064,Male,2.88,Livingston,Ford,LDXXTH,10
Justin Stewart,159002070,Male,2.75,Busch,Chevrolet,089V1C,10
Justin Watson,159002074,Male,2.83,Busch,Audi,XH89LG,10
Justin White,159002075,Male,2.5,Livingston,Subaru,GWUE6N,10
Karen Davies,159002077,Female,2.6,Busch,Toyota,S0CFVK,10
Karen Hardacre,159002083,Female,2.94,Busch,Honda,Q5XPX2,10
Karen James,159002092,Female,2.96,Busch,Jeep,FNQO97,10
Karen MacLeod,159002126,Female,2.56,College Avenue,Chevrolet,HJ5VQL,10
Karen McLean,159002134,Female,2.79,Cook,Ford,C6MBWR,10
Karen Paterson,159002135,Female,2.89,Busch,Audi,RC6KR3,10
Karen Piper,159002142,Female,2.79,Busch,Chevrolet,ZSF4ZM,10
Karen Powell,159002146,Female,2.78,Douglass,BMW,3W11RC,10
Karen Rees,159002178,Female,2.53,Livingston,Toyota,6OOHMP,10
Karen Smith,159002184,Female,2.62,Douglass,Chevrolet,8A1JLX,10
Karen Walsh,159002186,Female,2.68,Livingston,Toyota,5AHZ7L,10
Katherine Alsop,159002196,Female,2.5,Busch,Toyota,B7VAIJ,10
Katherine Black,159002203,Female,2.95,Busch,Chevrolet,5WR8P2,10
Katherine Ellison,159002210,Female,2.78,Busch,Ford,AOT8U5,10
Katherine Henderson,159002211,Female,2.53,College Avenue,Mazda,3LIZX8,10
Katherine Hodges,159002219,Female,2.55,Busch,Ford,VNPR30,10
Katherine Lewis,159002233,Female,2.68,Busch,Honda,1L4G8F,10
Katherine Rampling,159002238,Female,2.8,Busch,Chevrolet,39SOHL,10
Katherine Skinner,159002247,Female,2.74,Cook,Toyota,VBG7UM,10
Katherine Wallace,159002254,Female,2.69,Busch,Ford,7RPT3Y,10
Katherine Young,159002258,Female,2.9,College Avenue,Mercedes,O7IW0P,10
Keith Avery,159002263,Male,2.96,Busch,Honda,H3QAE9,10
Keith Campbell,159002272,Male,2.54,College Avenue,Toyota,HJ9P7H,10
